season,team,player_id,player_name,position,position_group,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,targets,passing_epa,rushing_epa,receiving_epa,total_epa,production_score,contract_player_name,contract_position,cap_number,cash_paid,base_salary,guaranteed_salary,has_contract_match,has_missing_contract,position_final,meets_sample_threshold,sample_confidence,contract_confidence,overall_confidence,production_rank_position,cost_rank_position,player_surplus_gap,player_surplus_rank,player_value_tier
2021,NYG,00-0034844,Saquon Barkley,RB,RB,0,0,0,0,593,2,41,263,2,57,0.0,-20.349857543361633,-3.7365712338360026,-24.086428777197636,40.963571222802365,Saquon Barkley,RB,10.025602,4.833829,0.85,4.733829,True,False,RB,True,normal_sample,contract_matched,high,49.0,2.0,-47.0,67.0,Major overpay
2021,NYG,00-0033881,Evan Engram,TE,TE,0,0,0,0,-3,0,46,408,3,73,0.0,-1.524498006911017,-10.748071335000818,-12.272569341911835,28.477430658088167,Evan Engram,TE,6.013,6.013,6.013,6.013,True,False,TE,True,normal_sample,contract_matched,high,33.0,6.5,-26.5,37.0,Major overpay
2021,NYG,00-0035535,Darius Slayton,WR,WR,0,0,0,0,-13,0,26,339,2,58,0.0,-1.7453839217778295,-14.252361351251917,-15.997745273029746,12.802254726970254,Darius Slayton,WR,0.908721,0.85,0.85,0.0,True,False,WR,True,normal_sample,contract_matched,high,103.0,83.0,-20.0,77.0,Major overpay
2021,NYG,00-0036913,Kadarius Toney,WR,WR,19,0,0,1,6,0,39,420,0,57,-0.828378256643191,-3.3227411037660204,14.437597982451354,10.286478622042143,41.27647862204214,Kadarius Toney,WR,2.494456,7.997824,0.66,0.66,True,False,WR,True,normal_sample,contract_matched,high,85.0,50.0,-35.0,86.0,Major overpay
2021,NYG,00-0033932,Kenny Golladay,WR,WR,0,0,0,0,0,0,37,521,0,76,0.0,0.0,-3.4490646329655883,-3.4490646329655883,31.850935367034413,Kenny Golladay,WR,4.473529,18.25,1.0,1.0,True,False,WR,True,normal_sample,contract_matched,high,93.0,31.0,-62.0,96.5,Major overpay
2021,NYG,00-0032385,Sterling Shepard,WR,WR,0,0,0,0,-9,0,36,366,1,53,0.0,-1.439722878858447,1.8174775529000087,0.3777546740415616,30.227754674041563,Sterling Shepard,WR,5.01,7.0,0.99,0.99,True,False,WR,True,normal_sample,contract_matched,high,94.0,26.0,-68.0,99.0,Major overpay
2021,PHI,00-0036389,Jalen Hurts,QB,QB,3144,16,9,26,784,10,0,0,0,1,18.947359733150865,40.5911976853391,-2.804270841705147,56.73428657678481,164.8742865767848,Jalen Hurts,QB,1.369358,0.883872,0.883872,0.883872,True,False,QB,True,normal_sample,contract_matched,high,9.0,33.0,24.0,1.0,Major bargain
2021,PHI,00-0036919,Kenneth Gainwell,RB,RB,0,0,0,0,291,5,33,253,1,50,0.0,2.7505692723678488,4.413996038998437,7.164565311366286,60.614565311366285,Kenneth Gainwell,RB,0.743881,0.995524,0.66,0.0,True,False,RB,True,normal_sample,contract_matched,high,33.0,60.0,27.0,7.0,Major bargain
2021,PHI,00-0034414,Boston Scott,RB,RB,0,0,0,0,373,7,13,83,0,16,0.0,3.1922295561869576,-4.427679989648453,-1.2354504334614957,45.81454956653851,Boston Scott,RB,0.92,0.92,0.92,0.0,True,False,RB,True,normal_sample,contract_matched,high,44.0,49.5,5.5,29.5,Positive value
2021,PHI,00-0032780,Jordan Howard,RB,RB,0,0,0,0,406,3,2,19,0,5,0.0,-0.5718935054627892,-0.8270643803989515,-1.3989578858617406,29.35104211413826,Jordan Howard,RB,0.425,0.495,0.99,,True,False,RB,True,normal_sample,contract_matched,high,60.0,65.0,5.0,32.0,Positive value
2021,PHI,00-0035243,Miles Sanders,RB,RB,0,0,0,0,754,0,26,158,0,34,0.0,1.4463249936548692,-6.752762110539461,-5.306437116884592,46.793562883115406,Miles Sanders,RB,1.461881,0.982294,0.982294,0.0,True,False,RB,True,normal_sample,contract_matched,high,42.0,35.0,-7.0,42.0,Negative value
2021,PHI,00-0034351,Dallas Goedert,TE,TE,0,0,0,0,0,0,56,830,4,76,0.0,0.0,53.38343191915097,53.38343191915097,120.88343191915098,Dallas Goedert,TE,3.687966,11.320297,1.101637,0.408888,True,False,TE,True,normal_sample,contract_matched,high,4.0,17.0,13.0,8.0,Strong bargain
2021,PHI,00-0036271,Quez Watkins,WR,WR,0,0,0,0,3,0,43,647,1,62,0.0,-0.16650627565104514,30.817245467151885,30.65073919150084,76.90073919150083,Quez Watkins,WR,0.822415,0.78,0.78,,True,False,WR,True,normal_sample,contract_matched,high,50.0,97.0,47.0,9.0,Major bargain
2021,PHI,00-0036912,DeVonta Smith,WR,WR,0,0,0,0,0,0,64,916,5,104,0.0,0.0,29.674990696259094,29.674990696259094,106.4749906962591,DeVonta Smith,WR,3.662071,12.668284,0.66,0.66,True,False,WR,True,normal_sample,contract_matched,high,29.0,35.0,6.0,46.5,Positive value
2021,PHI,00-0036387,Jalen Reagor,WR,WR,0,0,0,0,32,0,33,299,2,57,0.0,-1.5066254753619432,-10.805154635583914,-12.311780110945858,18.488219889054143,Jalen Reagor,WR,3.016063,1.213213,1.213213,1.213213,True,False,WR,True,normal_sample,contract_matched,high,102.0,45.0,-57.0,93.5,Major overpay
2022,BAL,00-0034796,Lamar Jackson,QB,QB,2242,17,7,26,764,3,0,0,0,0,10.480335525684676,39.77210110162841,0.0,50.25243662731309,133.3724366273131,Lamar Jackson,QB,23.016,23.016,23.016,23.016,True,False,QB,True,normal_sample,contract_matched,high,9.0,7.0,-2.0,24.0,Fair value
2022,BAL,00-0036158,J.K. Dobbins,RB,RB,0,0,0,0,520,2,7,42,1,8,0.0,9.095251672691354,0.11823163681676263,9.213483309508117,48.06348330950812,J.K. Dobbins,RB,1.562574,1.130858,1.130858,0.0,True,False,RB,True,normal_sample,contract_matched,high,40.0,33.0,-7.0,46.0,Negative value
2022,BAL,00-0033118,Kenyan Drake,RB,RB,0,0,0,0,482,4,17,89,1,26,0.0,-12.499559383956058,-5.923722070280285,-18.423281454236342,29.37671854576366,Kenyan Drake,RB,1.035,1.035,1.035,0.0,True,False,RB,True,normal_sample,contract_matched,high,51.0,42.0,-9.0,47.5,Negative value
2022,BAL,00-0034184,Gus Edwards,RB,RB,0,0,0,0,433,3,0,0,0,2,0.0,-0.02994282904546708,-1.012467852095142,-1.042410681140609,29.607589318859393,Gus Edwards,RB,4.5,3.25,3.25,3.25,True,False,RB,True,normal_sample,contract_matched,high,50.0,12.0,-38.0,61.5,Major overpay
2022,BAL,00-0034753,Mark Andrews,TE,TE,0,0,0,0,8,0,73,847,5,113,0.0,3.9225933456327766,25.188454185823723,29.1110475314565,105.1110475314565,Mark Andrews,TE,9.657611,19.25,3.5,3.5,True,False,TE,True,normal_sample,contract_matched,high,3.0,5.0,2.0,16.0,Fair value
2022,BAL,00-0037838,Isaiah Likely,TE,TE,0,0,0,0,0,0,36,373,3,60,0.0,0.0,-5.3532324568654435,-5.3532324568654435,31.296767543134557,Isaiah Likely,TE,0.831084,1.209336,0.705,0.0,True,False,TE,True,normal_sample,contract_matched,high,32.0,31.5,-0.5,20.0,Fair value
2022,BAL,00-0036331,Devin Duvernay,WR,WR,0,0,0,0,84,1,37,407,3,49,0.0,5.453733798582107,19.672693191823782,25.12642699040589,70.9264269904059,Devin Duvernay,WR,1.227966,1.006,1.006,0.0,True,False,WR,True,normal_sample,contract_matched,high,49.0,71.0,22.0,27.5,Major bargain
2022,BAL,00-0032775,Demarcus Robinson,WR,WR,0,0,0,0,0,0,48,458,2,75,0.0,0.0,3.5986004587224407,3.5986004587224407,44.49860045872244,Demarcus Robinson,WR,0.895,1.035,1.035,0.0,True,False,WR,True,normal_sample,contract_matched,high,78.0,91.5,13.5,36.0,Strong bargain
2022,CLE,00-0033119,Jacoby Brissett,QB,QB,2608,12,6,24,243,2,0,0,0,0,18.745632323502797,19.836409262672532,0.0,38.58204158617533,88.81204158617534,Jacoby Brissett,QB,4.65,4.9,1.5,1.5,True,False,QB,True,normal_sample,contract_matched,high,17.0,25.0,8.0,13.0,Positive value
2022,CLE,00-0033537,Deshaun Watson,QB,QB,1102,7,5,20,175,1,0,0,0,0,-23.890652044285634,6.220824425690807,0.0,-17.669827618594827,4.100172381405173,Deshaun Watson,QB,9.3955,45.3675,1.035,0.4025,True,False,QB,True,normal_sample,contract_matched,high,31.0,19.0,-12.0,31.0,Major overpay
2022,CLE,00-0034791,Nick Chubb,RB,RB,0,0,0,0,1525,12,27,239,1,37,0.0,14.278027110340307,7.96462639622041,22.242653506560718,156.1926535065607,Nick Chubb,RB,5.213059,4.213059,1.213059,1.213059,True,False,RB,True,normal_sample,contract_matched,high,2.0,11.0,9.0,18.0,Positive value
