candidate_row_id,control_row_id,match_rank,match_tier,match_distance,k_requested,controls_reused,candidate_season,control_season,candidate_player_id,control_player_id,candidate_player_name,control_player_name,candidate_team,control_team,candidate_position_final,control_position_final,candidate_draft_year,control_draft_year,candidate_draft_round,control_draft_round,candidate_draft_pick,control_draft_pick,candidate_draft_capital_bucket,control_draft_capital_bucket,candidate_years_since_drafted,control_years_since_drafted,candidate_estimated_contract_stage,control_estimated_contract_stage,candidate_production_score,control_production_score,candidate_production_percentile_position,control_production_percentile_position,candidate_cap_number,control_cap_number,candidate_cash_paid,control_cash_paid,candidate_production_rank_position,control_production_rank_position,candidate_cost_rank_position,control_cost_rank_position,candidate_player_surplus_gap,control_player_surplus_gap,candidate_surplus_percentile_position,control_surplus_percentile_position,candidate_player_surplus_rank,control_player_surplus_rank,candidate_reg_snap_games,control_reg_snap_games,candidate_reg_offense_snaps,control_reg_offense_snaps,candidate_reg_avg_offense_snap_pct,control_reg_avg_offense_snap_pct,candidate_reg_games_off_snap_50_plus,control_reg_games_off_snap_50_plus,candidate_reg_games_off_snap_70_plus,control_reg_games_off_snap_70_plus,candidate_playoff_snap_games,control_playoff_snap_games,candidate_playoff_offense_snaps,control_playoff_offense_snaps,candidate_playoff_avg_offense_snap_pct,control_playoff_avg_offense_snap_pct,candidate_match_production_pct,control_match_production_pct,candidate_match_reg_avg_offense_snap_pct,control_match_reg_avg_offense_snap_pct,candidate_match_reg_snap_games,control_match_reg_snap_games,candidate_match_reg_offense_snaps_pctile,control_match_reg_offense_snaps_pctile,candidate_match_years_since_drafted,control_match_years_since_drafted,candidate_appeared_next_year,control_appeared_next_year,diff_appeared_next_year,candidate_primary_v5_hit,control_primary_v5_hit,diff_primary_v5_hit,candidate_secondary_v5_hit,control_secondary_v5_hit,diff_secondary_v5_hit,candidate_retained_positive_surplus,control_retained_positive_surplus,diff_retained_positive_surplus,candidate_improved_production_score,control_improved_production_score,diff_improved_production_score,candidate_improved_production_percentile,control_improved_production_percentile,diff_improved_production_percentile,candidate_next_year_top_half_position,control_next_year_top_half_position,diff_next_year_top_half_position,candidate_next_year_meaningful_regular_role,control_next_year_meaningful_regular_role,diff_next_year_meaningful_regular_role
124,153,2,tier_1_same_season_position_draft_bucket_contract_stage,1.1216011948324043,5,True,2021,2021,00-0034383,00-0034981,Dalton Schultz,Foster Moreau,DAL,LV,TE,TE,2018.0,2019.0,4.0,4.0,137.0,137.0,rounds_4_5,rounds_4_5,3.0,2.0,rookie_contract,rookie_contract,130.24208383688972,34.276612628071476,0.9444444444444444,0.2222222222222222,2.296089,0.972098,2.183,0.85,3.0,29.0,25.0,33.0,22.0,4.0,0.9861111111111112,0.6944444444444444,1.0,12.0,17,17,993.0,748.0,0.8105882352941176,0.6464705882352941,17,11,13,7,1.0,1.0,58.0,27.0,0.81,0.35,0.9444444444444444,0.2222222222222222,0.8105882352941176,0.6464705882352941,1.0,1.0,1.0,0.5833333333333334,0.3,0.2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,-1,0,1,-1,1,0,1,1,1,0
127,130,1,tier_1_same_season_position_draft_bucket_contract_stage,0.1334003920135363,5,True,2021,2021,00-0034414,00-0034440,Boston Scott,Justin Jackson,PHI,LAC,RB,RB,2018.0,2018.0,6.0,7.0,201.0,251.0,rounds_6_7,rounds_6_7,3.0,3.0,rookie_contract,rookie_contract,45.81454956653851,44.54458746770446,0.3676470588235294,0.3382352941176471,0.92,0.92,0.92,0.92,44.0,46.0,49.0,49.0,5.0,3.0,0.5588235294117647,0.5,29.0,35.0,16,14,219.0,231.0,0.21,0.2364285714285714,2,2,0,1,1.0,0.0,6.0,0.0,0.09,0.0,0.3676470588235294,0.3382352941176471,0.21,0.2364285714285714,0.9411764705882353,0.8235294117647058,0.08088235294117647,0.11764705882352941,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,227,2,tier_1_same_season_position_draft_bucket_contract_stage,0.4414244401165164,5,True,2021,2021,00-0034414,00-0036906,Boston Scott,Khalil Herbert,PHI,CHI,RB,RB,2018.0,2021.0,6.0,6.0,201.0,217.0,rounds_6_7,rounds_6_7,3.0,0.0,rookie_contract,rookie_contract,45.81454956653851,32.19928043086029,0.3676470588235294,0.1617647058823529,0.92,0.692676,0.92,0.790704,44.0,58.0,49.0,62.0,5.0,4.0,0.5588235294117647,0.5147058823529411,29.0,34.0,16,17,219.0,313.0,0.21,0.2752941176470588,2,4,0,3,1.0,0.0,6.0,0.0,0.09,0.0,0.3676470588235294,0.1617647058823529,0.21,0.2752941176470588,0.9411764705882353,1.0,0.08088235294117647,0.2647058823529412,0.3,0.0,0,1,-1,0,0,0,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,1,-1
127,164,3,tier_1_same_season_position_draft_bucket_contract_stage,0.7877712088599395,5,True,2021,2021,00-0034414,00-0035311,Boston Scott,Myles Gaskin,PHI,MIA,RB,RB,2018.0,2019.0,6.0,7.0,201.0,234.0,rounds_6_7,rounds_6_7,3.0,2.0,rookie_contract,rookie_contract,45.81454956653851,40.127385817023274,0.3676470588235294,0.2647058823529412,0.92,0.871777,0.92,0.85,44.0,51.0,49.0,51.0,5.0,0.0,0.5588235294117647,0.4852941176470588,29.0,36.0,16,17,219.0,575.0,0.21,0.4935294117647059,2,11,0,2,1.0,0.0,6.0,0.0,0.09,0.0,0.3676470588235294,0.2647058823529412,0.21,0.4935294117647059,0.9411764705882353,1.0,0.08088235294117647,0.7794117647058824,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,126,1,tier_1_same_season_position_draft_bucket_contract_stage,0.4406841882325437,5,True,2021,2021,00-0034418,00-0034411,Cedrick Wilson Jr.,Russell Gage,DAL,ATL,WR,WR,2018.0,2018.0,6.0,6.0,208.0,194.0,rounds_6_7,rounds_6_7,3.0,3.0,rookie_contract,rookie_contract,103.39226314763935,76.49708630586397,0.6862745098039216,0.5196078431372549,2.183,2.222048,2.183,2.183,33.0,50.0,54.0,53.0,21.0,3.0,0.7107843137254902,0.5196078431372549,30.0,50.0,16,14,528.0,612.0,0.468125,0.7392857142857142,8,14,2,9,1.0,0.0,61.0,0.0,0.85,0.0,0.6862745098039216,0.5196078431372549,0.468125,0.7392857142857142,0.9411764705882353,0.8235294117647058,0.21568627450980393,0.39705882352941174,0.3,0.3,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1
128,125,2,tier_1_same_season_position_draft_bucket_contract_stage,0.9576908522890185,5,True,2021,2021,00-0034418,00-0034407,Cedrick Wilson Jr.,Ray-Ray McCloud,DAL,PIT,WR,WR,2018.0,2018.0,6.0,6.0,208.0,187.0,rounds_6_7,rounds_6_7,3.0,3.0,rookie_contract,rookie_contract,103.39226314763935,10.11068172039335,0.6862745098039216,0.0098039215686274,2.183,1.0,2.183,1.0,33.0,102.0,54.0,75.0,21.0,-27.0,0.7107843137254902,0.2058823529411764,30.0,82.0,16,16,528.0,538.0,0.468125,0.4675,8,10,2,2,1.0,1.0,61.0,14.0,0.85,0.21,0.6862745098039216,0.0098039215686274,0.468125,0.4675,0.9411764705882353,0.9411764705882353,0.21568627450980393,0.25980392156862747,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,126,1,tier_1_same_season_position_draft_bucket_contract_stage,0.5618580154316553,5,True,2021,2021,00-0034419,00-0034411,Braxton Berrios,Russell Gage,NYJ,ATL,WR,WR,2018.0,2018.0,6.0,6.0,210.0,194.0,rounds_6_7,rounds_6_7,3.0,3.0,rookie_contract,rookie_contract,59.89181939007248,76.49708630586397,0.4117647058823529,0.5196078431372549,0.85,2.222048,0.85,2.183,61.0,50.0,89.0,53.0,28.0,3.0,0.7549019607843137,0.5196078431372549,26.0,50.0,16,14,390.0,612.0,0.384375,0.7392857142857142,5,14,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.5196078431372549,0.384375,0.7392857142857142,0.9411764705882353,0.8235294117647058,0.049019607843137254,0.39705882352941174,0.3,0.3,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1
129,125,2,tier_1_same_season_position_draft_bucket_contract_stage,0.6133613765115852,5,True,2021,2021,00-0034419,00-0034407,Braxton Berrios,Ray-Ray McCloud,NYJ,PIT,WR,WR,2018.0,2018.0,6.0,6.0,210.0,187.0,rounds_6_7,rounds_6_7,3.0,3.0,rookie_contract,rookie_contract,59.89181939007248,10.11068172039335,0.4117647058823529,0.0098039215686274,0.85,1.0,0.85,1.0,61.0,102.0,89.0,75.0,28.0,-27.0,0.7549019607843137,0.2058823529411764,26.0,82.0,16,16,390.0,538.0,0.384375,0.4675,5,10,3,2,0.0,1.0,0.0,14.0,0.0,0.21,0.4117647058823529,0.0098039215686274,0.384375,0.4675,0.9411764705882353,0.9411764705882353,0.049019607843137254,0.25980392156862747,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,123,1,tier_1_same_season_position_draft_bucket_contract_stage,0.5309516118166836,5,True,2021,2021,00-0034681,00-0034367,Chase Edmonds,Nyheim Hines,ARI,IND,RB,RB,2018.0,2018.0,4.0,4.0,134.0,104.0,rounds_4_5,rounds_4_5,3.0,3.0,rookie_contract,rookie_contract,69.26212437361654,56.6331302395735,0.6617647058823529,0.4852941176470588,1.033089,2.681137,0.92,7.0,24.0,36.0,47.0,19.0,23.0,-17.0,0.8382352941176471,0.2058823529411764,11.0,54.0,12,17,476.0,352.0,0.5783333333333334,0.3135294117647059,9,1,2,0,1.0,0.0,29.0,0.0,0.52,0.0,0.6617647058823529,0.4852941176470588,0.5783333333333334,0.3135294117647059,0.7058823529411765,1.0,0.5955882352941176,0.38235294117647056,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,219,2,tier_1_same_season_position_draft_bucket_contract_stage,0.8534852121747628,5,True,2021,2021,00-0034681,00-0036555,Chase Edmonds,Chuba Hubbard,ARI,CAR,RB,RB,2018.0,2021.0,4.0,4.0,134.0,126.0,rounds_4_5,rounds_4_5,3.0,0.0,rookie_contract,rookie_contract,69.26212437361654,29.365575359111105,0.6617647058823529,0.1470588235294117,1.033089,0.838293,0.92,1.373172,24.0,59.0,47.0,56.0,23.0,-3.0,0.8382352941176471,0.4338235294117647,11.0,39.0,12,17,476.0,465.0,0.5783333333333334,0.3923529411764705,9,6,2,0,1.0,0.0,29.0,0.0,0.52,0.0,0.6617647058823529,0.1470588235294117,0.5783333333333334,0.3923529411764705,0.7058823529411765,1.0,0.5955882352941176,0.5588235294117647,0.3,0.0,0,1,-1,0,0,0,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,1,-1
135,213,1,tier_1_same_season_position_draft_bucket_contract_stage,1.5211049898145184,5,True,2021,2021,00-0034753,00-0036422,Mark Andrews,Adam Trautman,BAL,NO,TE,TE,2018.0,2020.0,3.0,3.0,86.0,105.0,round_3,round_3,3.0,1.0,rookie_contract,rookie_contract,176.77933045672432,17.633212472212335,1.0,0.0555555555555555,3.161776,1.022591,11.083059,0.814518,1.0,35.0,20.0,31.0,19.0,-4.0,0.9305555555555556,0.4305555555555556,3.0,21.0,17,13,936.0,642.0,0.7558823529411764,0.7546153846153847,17,13,12,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0555555555555555,0.7558823529411764,0.7546153846153847,1.0,0.7647058823529411,0.9722222222222222,0.3055555555555556,0.3,0.1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
138,121,1,tier_1_same_season_position_draft_bucket_contract_stage,0.47344902496335806,5,True,2021,2021,00-0034775,00-0034348,Christian Kirk,Courtland Sutton,ARI,DEN,WR,WR,2018.0,2018.0,2.0,2.0,47.0,40.0,round_2,round_2,3.0,3.0,rookie_contract,rookie_contract,139.0112110854059,80.66875237055254,0.8627450980392157,0.5392156862745098,3.024795,4.146987,2.433,8.183,15.0,48.0,44.0,32.0,29.0,-16.0,0.7696078431372549,0.2990196078431372,24.0,72.0,17,17,894.0,920.0,0.7558823529411764,0.8511764705882353,17,17,12,17,1.0,0.0,49.0,0.0,0.88,0.0,0.8627450980392157,0.5392156862745098,0.7558823529411764,0.8511764705882353,1.0,1.0,0.803921568627451,0.8627450980392157,0.3,0.3,1,1,0,1,1,0,1,0,1,1,0,1,0,1,-1,0,1,-1,1,1,0,1,1,0
138,194,2,tier_1_same_season_position_draft_bucket_contract_stage,0.7916417182525531,5,True,2021,2021,00-0034775,00-0036268,Christian Kirk,Laviska Shenault Jr.,ARI,JAX,WR,WR,2018.0,2020.0,2.0,2.0,47.0,42.0,round_2,round_2,3.0,1.0,rookie_contract,rookie_contract,139.0112110854059,51.024624460737854,0.8627450980392157,0.3627450980392157,3.024795,1.749106,2.433,0.959821,15.0,66.0,44.0,59.0,29.0,-7.0,0.7696078431372549,0.4166666666666667,24.0,60.0,17,16,894.0,697.0,0.7558823529411764,0.6825,17,15,12,9,1.0,0.0,49.0,0.0,0.88,0.0,0.8627450980392157,0.3627450980392157,0.7558823529411764,0.6825,1.0,0.9411764705882353,0.803921568627451,0.5098039215686274,0.3,0.1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
138,238,3,tier_1_same_season_position_draft_bucket_contract_stage,1.0047262931856584,5,True,2021,2021,00-0034775,00-0036980,Christian Kirk,Elijah Moore,ARI,NYJ,WR,WR,2018.0,2021.0,2.0,2.0,47.0,34.0,round_2,round_2,3.0,0.0,rookie_contract,rookie_contract,139.0112110854059,62.547084948935215,0.8627450980392157,0.4313725490196078,3.024795,1.625531,2.433,4.522124,15.0,59.0,44.0,60.0,29.0,1.0,0.7696078431372549,0.5098039215686274,24.0,51.0,17,11,894.0,476.0,0.7558823529411764,0.6509090909090909,17,8,12,5,1.0,0.0,49.0,0.0,0.88,0.0,0.8627450980392157,0.4313725490196078,0.7558823529411764,0.6509090909090909,1.0,0.6470588235294118,0.803921568627451,0.14705882352941177,0.3,0.0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
138,232,4,tier_1_same_season_position_draft_bucket_contract_stage,1.2398694289809493,5,True,2021,2021,00-0034775,00-0036936,Christian Kirk,Rondale Moore,ARI,ARI,WR,WR,2018.0,2021.0,2.0,2.0,47.0,49.0,round_2,round_2,3.0,0.0,rookie_contract,rookie_contract,139.0112110854059,43.38875561494791,0.8627450980392157,0.2254901960784313,3.024795,1.258955,2.433,3.05582,15.0,80.0,44.0,67.0,29.0,-13.0,0.7696078431372549,0.3382352941176471,24.0,68.0,17,14,894.0,432.0,0.7558823529411764,0.4535714285714286,17,4,12,1,1.0,1.0,49.0,21.0,0.88,0.38,0.8627450980392157,0.2254901960784313,0.7558823529411764,0.4535714285714286,1.0,0.8235294117647058,0.803921568627451,0.08823529411764706,0.3,0.0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
138,132,5,tier_1_same_season_position_draft_bucket_contract_stage,1.3788905386748649,5,True,2021,2021,00-0034775,00-0034676,Christian Kirk,James Washington,ARI,PIT,WR,WR,2018.0,2018.0,2.0,2.0,47.0,60.0,round_2,round_2,3.0,3.0,rookie_contract,rookie_contract,139.0112110854059,20.28755031682676,0.8627450980392157,0.0392156862745098,3.024795,1.432247,2.433,1.093821,15.0,99.0,44.0,64.0,29.0,-35.0,0.7696078431372549,0.1666666666666666,24.0,86.0,17,15,894.0,480.0,0.7558823529411764,0.456,17,5,12,3,1.0,1.0,49.0,23.0,0.88,0.34,0.8627450980392157,0.0392156862745098,0.7558823529411764,0.456,1.0,0.8823529411764706,0.803921568627451,0.1568627450980392,0.3,0.3,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
139,196,1,tier_1_same_season_position_draft_bucket_contract_stage,0.7758178019629843,5,True,2021,2021,00-0034791,00-0036275,Nick Chubb,D'Andre Swift,CLE,DET,RB,RB,2018.0,2020.0,2.0,2.0,35.0,35.0,round_2,round_2,3.0,1.0,rookie_contract,rookie_contract,122.4052998433514,54.34675418630907,0.9558823529411764,0.4411764705882353,4.782381,1.940663,12.92,0.998133,4.0,39.0,12.0,27.0,8.0,-12.0,0.6544117647058824,0.2941176470588235,24.0,48.0,14,13,482.0,560.0,0.5278571428571428,0.6576923076923078,10,12,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.9558823529411764,0.4411764705882353,0.5278571428571428,0.6576923076923078,0.8235294117647058,0.7647058823529411,0.6176470588235294,0.75,0.3,0.1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
